Indicator Reference Number,Indicator,Theme,Ward Name,Year,Survey Question,Sample Size,Statistic,Standard Error,Lower Confidence Limit,Upper Confidence Limit
IQOL17123,% smokers,Health & Wellbeing,.Bristol Average,2017,Q17090,3277,13.84725282,0.785505228,12.37824011,15.45984366
IQOL17124,% households with a smoker,Health & Wellbeing,.Bristol Average,2021,Q17090 Q17091,3721,15.8,0.691039651,14.5,17.2
IQOL17124,% households with a smoker,Health & Wellbeing,.Bristol Average,2017,Q17090 Q17091,3245,21.59249814,0.908854224,19.86439063,23.42699295
IQOL17124,% households with a smoker,Health & Wellbeing,.Bristol Average,2018,"Q17090
Q17091",3264,19.25995702,0.800929142,17.73863731,20.8786346
IQOL17124,% households with a smoker,Health & Wellbeing,.Bristol Average,2020,"Q17090
Q17091",4205,15.82573076,0.657402445,14.57939188,17.15721444
IQOL17124,% households with a smoker,Health & Wellbeing,.Bristol Average,2019,"Q17090
Q17091",3836,16.50891253,0.68814957,15.20394748,17.90223677
IQOL17124,% households with a smoker,Health & Wellbeing,.Bristol Average,2015,rQ42_1,3943,17.97536407,0.736705001,16.57641484,19.46482911
IQOL17125,% households where someone smokes regularly within the home,Health & Wellbeing,.Bristol Average,2019,Q17092,3830,3.897908611,0.354044119,3.260261126,4.654268233
IQOL17125,% households where someone smokes regularly within the home,Health & Wellbeing,.Bristol Average,2021,Q17092,3707,3.7,0.352880745,3.1,4.5
IQOL17125,% households where someone smokes regularly within the home,Health & Wellbeing,.Bristol Average,2018,Q17092,3220,4.674523887,0.423219846,3.911588271,5.577628495
IQOL17125,% households where someone smokes regularly within the home,Health & Wellbeing,.Bristol Average,2020,Q17092,4197,3.789918499,0.322087759,3.206739661,4.47425198
IQOL17125,% households where someone smokes regularly within the home,Health & Wellbeing,.Bristol Average,2015,Q42c,3998,4.655991358,0.349032713,4.017748569,5.389929212
IQOL17125,% households where someone smokes regularly within the home,Health & Wellbeing,.Bristol Average,2017,Q17092,3212,6.395077222,0.543031891,5.409724123,7.545590151
IQOL17129,% underweight,Health & Wellbeing,.Bristol Average,2020,"Q17094
Q17095
Q17096",3969,1.885476755,0.233392934,1.478517297,2.401720477
IQOL17129,% underweight,Health & Wellbeing,.Bristol Average,2021,Q17094 Q17095 Q17096,3418,2.3,0.351272524,1.7,3.1
IQOL17129,% underweight,Health & Wellbeing,.Bristol Average,2015,bmi_lt18,3657,2.049617518,0.270905766,1.580824073,2.653683255
IQOL17129,% underweight,Health & Wellbeing,.Bristol Average,2018,"Q17094
Q17095
Q17096",3134,2.215828676,0.288293364,1.715902113,2.857174183
IQOL17129,% underweight,Health & Wellbeing,.Bristol Average,2017,Q17094 Q17095 Q17096,2967,1.957600679,0.294961898,1.455870364,2.627629609
IQOL17129,% underweight,Health & Wellbeing,.Bristol Average,2019,"Q17094
Q17095
Q17096",3611,2.244676019,0.304350758,1.719552755,2.925389979
IQOL17130,% overweight or obese,Health & Wellbeing,.Bristol Average,2021,Q17094 Q17095 Q17096,3418,46,1.005559171,44,47.9
IQOL17130,% overweight or obese,Health & Wellbeing,.Bristol Average,2017,Q17094 Q17095 Q17096,2967,51.32524353,1.104636815,49.15902309,53.48649691
IQOL17130,% overweight or obese,Health & Wellbeing,.Bristol Average,2020,"Q17094
Q17095
Q17096",3969,46.49020806,0.990949841,44.55423481,48.43681526
IQOL17130,% overweight or obese,Health & Wellbeing,.Bristol Average,2015,bmi_ge25,3657,45.30184892,0.950620141,43.44606359,47.17078623
IQOL17130,% overweight or obese,Health & Wellbeing,.Bristol Average,2019,"Q17094
Q17095
Q17096",3611,44.97434522,0.970157923,43.081078,46.88228375
IQOL17130,% overweight or obese,Health & Wellbeing,.Bristol Average,2018,"Q17094
Q17095
Q17096",3134,44.08384317,1.004696516,42.12493789,46.06134287
IQOL17131,% obese,Health & Wellbeing,.Bristol Average,2015,bmi_ge30,3657,14.74571429,0.680210034,13.46171175,16.12936077
IQOL17131,% obese,Health & Wellbeing,.Bristol Average,2021,Q17094 Q17095 Q17096,3418,15.5,0.688265511,14.2,16.9
IQOL17131,% obese,Health & Wellbeing,.Bristol Average,2020,"Q17094
Q17095
Q17096",3969,17.10506095,0.721200494,15.737488,18.56529088
IQOL17131,% obese,Health & Wellbeing,.Bristol Average,2019,"Q17094
Q17095
Q17096",3611,15.39712255,0.690161121,14.09245948,16.79895081
IQOL17131,% obese,Health & Wellbeing,.Bristol Average,2018,"Q17094
Q17095
Q17096",3134,15.68718171,0.741328425,14.28831496,17.19552591
IQOL17131,% obese,Health & Wellbeing,.Bristol Average,2017,Q17094 Q17095 Q17096,2967,18.55635732,0.82093604,17.00086515,20.21949845
IQOL17132,% morbidly obese,Health & Wellbeing,.Bristol Average,2021,Q17094 Q17095 Q17096,3418,2.3,0.291235754,1.8,2.9
IQOL17132,% morbidly obese,Health & Wellbeing,.Bristol Average,2018,"Q17094
Q17095
Q17096",3134,2.218086407,0.31801993,1.673319635,2.934913934
IQOL17132,% morbidly obese,Health & Wellbeing,.Bristol Average,2017,Q17094 Q17095 Q17096,2967,2.900407739,0.394621501,2.219325409,3.782420168
IQOL17132,% morbidly obese,Health & Wellbeing,.Bristol Average,2020,"Q17094
Q17095
Q17096",3969,2.788479072,0.332213952,2.206173975,3.518949284
IQOL17132,% morbidly obese,Health & Wellbeing,.Bristol Average,2019,"Q17094
Q17095
Q17096",3611,1.829974791,0.261934602,1.381383939,2.420665402
IQOL17132,% morbidly obese,Health & Wellbeing,.Bristol Average,2015,bmi_ge40,3657,1.966463664,0.277169412,1.490747721,2.58999513
IQOL17137,% who eat at least five portions of fruit or vegetables per day,Health & Wellbeing,.Bristol Average,2018,Q17100,3378,53.85567907,0.998457748,51.89375875,55.80572782
IQOL17137,% who eat at least five portions of fruit or vegetables per day,Health & Wellbeing,.Bristol Average,2017,Q17100vf,3215,54.82983806,0.989277413,52.88449197,56.76053524
IQOL17137,% who eat at least five portions of fruit or vegetables per day,Health & Wellbeing,.Bristol Average,2020,Q17100,4194,53.45564416,0.943020782,51.60342029,55.29838698
IQOL17137,% who eat at least five portions of fruit or vegetables per day,Health & Wellbeing,.Bristol Average,2019,Q17100,3855,54.41221227,0.931423096,52.58150451,56.23107434
IQOL17137,% who eat at least five portions of fruit or vegetables per day,Health & Wellbeing,.Bristol Average,2021,Q17100,3653,48.5,0.993845293,46.5,50.4
IQOL17137,% who eat at least five portions of fruit or vegetables per day,Health & Wellbeing,.Bristol Average,2015,Q36,3818,50.49019925,0.972155581,48.5849848,52.39399115
IQOL17140,% who find it difficult to manage financially,Economy,.Bristol Average,2018,Q17102,3504,11.3540984,0.637026793,10.16410106,12.66377904
IQOL17140,% who find it difficult to manage financially,Economy,.Bristol Average,2017,Q17102,3286,12.07038813,0.71059313,10.74547218,13.53389511
IQOL17140,% who find it difficult to manage financially,Economy,.Bristol Average,2021,Q17102,3837,8.7,0.537772381,7.7,9.8
IQOL17140,% who find it difficult to manage financially,Economy,.Bristol Average,2020,Q17102,4397,6.788001992,0.456662415,5.94582821,7.739646224
IQOL17140,% who find it difficult to manage financially,Economy,.Bristol Average,2019,Q17102,4065,9.047978631,0.564477061,8.000833224,10.21695389
IQOL17140,% who find it difficult to manage financially,Economy,.Bristol Average,2015,Q50,4025,11.64746193,0.636936742,10.45596253,12.95509362
IQOL17141,% in receipt of a means tested benefit,Community & Living,.Bristol Average,2019,Q17103,4044,7.059041422,0.442102081,6.240154524,7.976247869
IQOL17141,% in receipt of a means tested benefit,Community & Living,.Bristol Average,2017,Q17103,3281,8.278719442,0.586492487,7.199423103,9.503248379
IQOL17141,% in receipt of a means tested benefit,Community & Living,.Bristol Average,2015,Q55,3960,10.90860282,0.566428637,9.846965172,12.06937616
IQOL17141,% in receipt of a means tested benefit,Community & Living,.Bristol Average,2018,Q17103,3483,8.281041069,0.51652252,7.323330501,9.35135891
IQOL17158,% who worked in their free time to meet work demands several times a month or more,Employment,.Bristol Average,2017,Q17111,2282,53.3022667,1.4063116,50.5386132,56.0458017
IQOL17158,% who worked in their free time to meet work demands several times a month or more,Employment,.Bristol Average,2018,Q17111,2408,57.65082154,1.135818531,55.41054044,59.86008298
IQOL17159,% who worked in their free time to meet work demands several times a week or more,Employment,.Bristol Average,2018,Q17111,2408,32.02129289,1.083493559,29.93587746,34.18111062
IQOL17159,% who worked in their free time to meet work demands several times a week or more,Employment,.Bristol Average,2017,Q17111,2282,28.6567723,1.248721,26.2730314,31.1653664
IQOL17166,% who drive to work,Transport,.Bristol Average,2017,Q17115,2203,32.6146479,1.1759967,30.3530045,34.9602196
IQOL17166,% who drive to work,Transport,.Bristol Average,2015,Q21,2731,44.09020769,1.026122394,42.08976283,46.11002618
IQOL17166,% who drive to work,Transport,.Bristol Average,2021,Q17115,2827,36.6,0.93547919,34.8,38.4
IQOL17166,% who drive to work,Transport,.Bristol Average,2019,Q17115,3175,37.65876098,0.942180645,35.83077452,39.52256706
IQOL17166,% who drive to work,Transport,.Bristol Average,2020,Q17115,3361,37.28568976,0.898833884,35.54150778,39.0635938
IQOL17166,% who drive to work,Transport,.Bristol Average,2018,Q17115,2783,37.35562991,0.973396812,35.4682737,39.28228193
IQOL17167,% who get a lift to work as a car passenger,Transport,.Bristol Average,2019,Q17115,3175,2.087804194,0.270758132,1.618167192,2.690016035
IQOL17167,% who get a lift to work as a car passenger,Transport,.Bristol Average,2021,Q17115,2827,2.7,0.321466509,2.1,3.4
IQOL17167,% who get a lift to work as a car passenger,Transport,.Bristol Average,2020,Q17115,3361,2.422529156,0.285638159,1.921477829,3.050173084
IQOL17167,% who get a lift to work as a car passenger,Transport,.Bristol Average,2017,Q17115,2203,1.9000516,0.341927,1.3338762,2.6999688
IQOL17167,% who get a lift to work as a car passenger,Transport,.Bristol Average,2018,Q17115,2783,2.365725247,0.326169783,1.804063868,3.09673482
IQOL17167,% who get a lift to work as a car passenger,Transport,.Bristol Average,2015,Q21,2731,2.570464761,0.333603719,1.991571743,3.311939277
IQOL17168,% who take the bus to work,Transport,.Bristol Average,2017,Q17115,2203,14.6871916,1.0753514,12.7020957,16.9223826
IQOL17168,% who take the bus to work,Transport,.Bristol Average,2019,Q17115,3175,12.98344434,0.65189101,11.75833097,14.31549554
IQOL17168,% who take the bus to work,Transport,.Bristol Average,2020,Q17115,3361,12.29077829,0.632397959,11.10404005,13.58496623
IQOL17168,% who take the bus to work,Transport,.Bristol Average,2021,Q17115,2827,10.7,0.635228721,9.5,12
IQOL17168,% who take the bus to work,Transport,.Bristol Average,2018,Q17115,2783,15.60006844,0.770281286,14.1491388,17.17002731
IQOL17168,% who take the bus to work,Transport,.Bristol Average,2015,Q21,2731,12.8477081,0.675208722,11.58137885,14.23021573
IQOL17169,% who cycle to work,Transport,.Bristol Average,2015,Q21,2731,14.61842262,0.717088786,13.26815262,16.08062915
IQOL17169,% who cycle to work,Transport,.Bristol Average,2020,Q17115,3361,14.99735941,0.710846946,13.65671947,16.44454083
IQOL17169,% who cycle to work,Transport,.Bristol Average,2019,Q17115,3175,16.5288563,0.712820417,15.17864641,17.97372267
IQOL17169,% who cycle to work,Transport,.Bristol Average,2021,Q17115,2827,18.2,0.813140338,16.6,19.8
IQOL17169,% who cycle to work,Transport,.Bristol Average,2018,Q17115,2783,15.91503727,0.771478173,14.4605068,17.48596589
IQOL17169,% who cycle to work,Transport,.Bristol Average,2017,Q17115,2203,20.0275171,1.0912189,17.9739703,22.2520361
IQOL17170,% who walk to work,Transport,.Bristol Average,2021,Q17115,2827,20.5,0.813371913,18.9,22.1
IQOL17170,% who walk to work,Transport,.Bristol Average,2015,Q21,2731,18.85006872,0.78563307,17.35826561,20.43837268
IQOL17170,% who walk to work,Transport,.Bristol Average,2020,Q17115,3361,21.56825406,0.727754477,20.17605638,23.02880252
IQOL17170,% who walk to work,Transport,.Bristol Average,2018,Q17115,2783,20.22063831,0.769121535,18.75501183,21.77010767
IQOL17170,% who walk to work,Transport,.Bristol Average,2017,Q17115,2203,23.9870003,1.2437415,21.634584,26.5086791
IQOL17170,% who walk to work,Transport,.Bristol Average,2019,Q17115,3175,21.89766292,0.761738346,20.4413086,23.42722282
IQOL17171,% who take the train to work,Transport,.Bristol Average,2019,Q17115,3175,2.566842576,0.332815502,1.989253592,3.306479496
IQOL17171,% who take the train to work,Transport,.Bristol Average,2018,Q17115,2783,2.1660393,0.295245407,1.657008693,2.826948273
IQOL17171,% who take the train to work,Transport,.Bristol Average,2017,Q17115,2203,3.4521884,0.4963587,2.6010074,4.5688525
IQOL17171,% who take the train to work,Transport,.Bristol Average,2021,Q17115,2827,3.1,0.386849863,2.4,4
IQOL17171,% who take the train to work,Transport,.Bristol Average,2015,Q21,2731,2.740716243,0.337564419,2.151257702,3.48593613
IQOL17171,% who take the train to work,Transport,.Bristol Average,2020,Q17115,3361,2.628495252,0.338556954,2.040438615,3.380182446
IQOL17172,% who ride a moped/motorcycle to work,Transport,.Bristol Average,2017,Q17115,2203,1.5620858,0.3178529,1.0471687,2.3242523
IQOL17172,% who ride a moped/motorcycle to work,Transport,.Bristol Average,2018,Q17115,2783,1.047597956,0.229786044,0.68094715,1.608471874
IQOL17172,% who ride a moped/motorcycle to work,Transport,.Bristol Average,2020,Q17115,3361,1.398397025,0.249454649,0.985027876,1.981765468
IQOL17172,% who ride a moped/motorcycle to work,Transport,.Bristol Average,2021,Q17115,2827,1.1,0.233874588,0.7,1.7
IQOL17172,% who ride a moped/motorcycle to work,Transport,.Bristol Average,2015,Q21,2731,1.163432395,0.259283815,0.750954451,1.798367499
IQOL17172,% who ride a moped/motorcycle to work,Transport,.Bristol Average,2019,Q17115,3175,0.950137137,0.241028791,0.577313303,1.559949671
IQOL17173,% with no formal qualification,Education & Skills,.Bristol Average,2021,Q17119,3830,7.6,0.378532365,6.9,8.3
IQOL17173,% with no formal qualification,Education & Skills,.Bristol Average,2019,Q17119,3967,7.919270482,0.378168682,7.209049611,8.692905932
IQOL17173,% with no formal qualification,Education & Skills,.Bristol Average,2018,Q17119,3439,7.104532532,0.409109373,6.343287911,7.949378471
IQOL17173,% with no formal qualification,Education & Skills,.Bristol Average,2017,Q17119,3252,4.325726719,0.343093161,3.701001327,5.050374688
IQOL17173,% with no formal qualification,Education & Skills,.Bristol Average,2015,Q49,3958,9.818825034,0.413392302,9.037836102,10.65939322
IQOL17173,% with no formal qualification,Education & Skills,.Bristol Average,2020,Q17119,4365,7.64643389,0.352814121,6.982965221,8.367269835
IQOL17175,% who need to improve their English,Education & Skills,.Bristol Average,2019,Q17120,3875,4.060207036,0.403622184,3.338883279,4.929416726
IQOL17175,% who need to improve their English,Education & Skills,.Bristol Average,2017,Q17120,3167,5.063350532,0.478104249,4.204243532,6.0868553
IQOL17175,% who need to improve their English,Education & Skills,.Bristol Average,2018,Q17120,3353,5.045079486,0.463301837,4.210613334,6.034503202
IQOL17175,% who need to improve their English,Education & Skills,.Bristol Average,2015,Q53i,3853,5.544696735,0.479496282,4.676474096,6.563013392
IQOL17177,% who need to improve their Maths,Education & Skills,.Bristol Average,2017,Q17120,3167,7.488422,0.597098234,6.398941627,8.746064163
IQOL17177,% who need to improve their Maths,Education & Skills,.Bristol Average,2018,Q17120,3352,5.782563022,0.492071503,4.890276095,6.825973286
IQOL17177,% who need to improve their Maths,Education & Skills,.Bristol Average,2019,Q17120,3875,4.993345025,0.444374721,4.19092686,5.9398737
IQOL17177,% who need to improve their Maths,Education & Skills,.Bristol Average,2015,Q53ii,3853,5.053749754,0.455368676,4.232272143,6.02464425
IQOL17179,% who need to improve their digital/computer skills,Education & Skills,.Bristol Average,2019,Q17120,3866,13.35173123,0.649933894,12.12845978,14.67777257
IQOL17179,% who need to improve their digital/computer skills,Education & Skills,.Bristol Average,2018,Q17120,3349,16.17061357,0.723615596,14.80201601,17.63955269
IQOL17179,% who need to improve their digital/computer skills,Education & Skills,.Bristol Average,2015,Q53iii,3853,14.40539771,0.632419105,13.20965023,15.68981771
IQOL17179,% who need to improve their digital/computer skills,Education & Skills,.Bristol Average,2017,Q17120,3167,16.55497627,0.807704697,15.0319167,18.19930128
IQOL17181,% who need to improve their employability skills,Education & Skills,.Bristol Average,2018,Q17120,3348,7.153164851,0.535301711,6.172397941,8.276025549
IQOL17181,% who need to improve their employability skills,Education & Skills,.Bristol Average,2019,Q17120,3874,6.366149489,0.503885648,5.447078374,7.428110497
IQOL17181,% who need to improve their employability skills,Education & Skills,.Bristol Average,2017,Q17120,3167,6.559328937,0.571609457,5.524062443,7.772652852
IQOL17181,% who need to improve their employability skills,Education & Skills,.Bristol Average,2015,Q53iv,3853,6.036618301,0.500544691,5.126985045,7.095569105
IQOL17183,% who need to improve their technical/professional skills,Education & Skills,.Bristol Average,2018,Q17120,3341,19.53948039,0.812541028,17.99585034,21.18131798
IQOL17183,% who need to improve their technical/professional skills,Education & Skills,.Bristol Average,2017,Q17120,3167,21.05799994,0.891125206,19.36445086,22.8576759
IQOL17183,% who need to improve their technical/professional skills,Education & Skills,.Bristol Average,2015,Q53v,3853,16.2331586,0.746574025,14.82249331,17.75010064
IQOL17183,% who need to improve their technical/professional skills,Education & Skills,.Bristol Average,2019,Q17120,3869,17.6301951,0.797655719,16.12084625,19.24843103
IQOL17185,"% who know where to get information, advice and guidance about employment and training",Education & Skills,.Bristol Average,2017,Q17121,2388,70.16123788,1.124138196,67.912283,72.31682118
IQOL17185,"% who know where to get information, advice and guidance about employment and training",Education & Skills,.Bristol Average,2018,Q17121,2026,63.2375425,1.1765325,60.902796,65.5118188
IQOL17185,"% who know where to get information, advice and guidance about employment and training",Education & Skills,.Bristol Average,2021,Q17121,2208,65.2,1.157970373,62.9,67.4
IQOL17185,"% who know where to get information, advice and guidance about employment and training",Education & Skills,.Bristol Average,2015,Q54,1168,61.13079889,1.501429399,58.15072378,64.02992982
IQOL17185,"% who know where to get information, advice and guidance about employment and training",Education & Skills,.Bristol Average,2020,Q17121,2566,65.02215385,1.041884362,62.95354834,67.03573504
IQOL17185,"% who know where to get information, advice and guidance about employment and training",Education & Skills,.Bristol Average,2019,Q17121,2209,61.32595572,1.208565342,58.93207788,63.66632452
IQOL17188,% who feel Bristol City Council provides value for money,Council & Democracy,.Bristol Average,2021,Q17124,3666,25.7,0.874865249,24,27.5
IQOL17188,% who feel Bristol City Council provides value for money,Council & Democracy,.Bristol Average,2017,Q17124,3107,32.0228633,1.0021345,30.0913217,34.0180577
IQOL17188,% who feel Bristol City Council provides value for money,Council & Democracy,.Bristol Average,2020,Q17124,4217,31.98861434,0.912482391,30.22722064,33.80292164
IQOL17188,% who feel Bristol City Council provides value for money,Council & Democracy,.Bristol Average,2019,Q17124,3845,28.32650756,0.859397953,26.67277281,30.04076947
IQOL17188,% who feel Bristol City Council provides value for money,Council & Democracy,.Bristol Average,2018,Q17124,3386,24.23756528,0.853395102,22.6043656,25.94920268
IQOL17188,% who feel Bristol City Council provides value for money,Council & Democracy,.Bristol Average,2015,Q15a,3632,37.69788999,0.966766366,35.82265694,39.61069957
IQOL17189,% who feel Bristol City Council does not provide value for money,Council & Democracy,.Bristol Average,2021,Q17124,3666,41.1,0.955885486,39.2,43
IQOL17189,% who feel Bristol City Council does not provide value for money,Council & Democracy,.Bristol Average,2019,Q17124,3845,36.94357442,0.901304934,35.19516573,38.72693479
IQOL17189,% who feel Bristol City Council does not provide value for money,Council & Democracy,.Bristol Average,2018,Q17124,3386,43.8787907,0.969555118,41.98833074,45.78718648
IQOL17189,% who feel Bristol City Council does not provide value for money,Council & Democracy,.Bristol Average,2020,Q17124,4217,32.13834097,0.860786551,30.47501156,33.84825652
IQOL17189,% who feel Bristol City Council does not provide value for money,Council & Democracy,.Bristol Average,2017,Q17124,3107,36.411932,1.0583076,34.3639492,38.5103562
IQOL17189,% who feel Bristol City Council does not provide value for money,Council & Democracy,.Bristol Average,2015,Q15a,3632,33.45743126,0.938861386,31.64310331,35.32203313
IQOL17190,% satisfied with the way Bristol City Council runs things,Council & Democracy,.Bristol Average,2021,Q17125,3781,39.2,0.959763174,37.3,41.1
IQOL17190,% satisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2015,Q15b,3780,35.95690597,0.895708207,34.22074618,37.73062464
IQOL17190,% satisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2019,Q17125,3990,42.78225041,0.925938804,40.97789212,44.60601439
IQOL17190,% satisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2018,Q17125,3465,35.22277429,0.945565489,33.39244191,37.09755522
IQOL17190,% satisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2017,Q17125,3131,26.7695211,0.9537998,24.9419452,28.6798412
IQOL17190,% satisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2020,Q17125,4353,47.43069713,0.907765278,45.65548502,49.21242771
IQOL17191,% dissatisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2019,Q17125,3990,30.20313089,0.889748015,28.48828645,31.97504509
IQOL17191,% dissatisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2017,Q17125,3131,41.0492917,1.0559343,38.996625,43.1336084
IQOL17191,% dissatisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2020,Q17125,4353,25.42166687,0.778462933,23.92626581,26.97738704
IQOL17191,% dissatisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2015,Q15b,3780,34.11505669,0.904059605,32.36591015,35.90854448
IQOL17191,% dissatisfied with the way Bristol City Council runs things,Council & Democracy,.Bristol Average,2021,Q17125,3781,34.6,0.907836279,32.8,36.4
IQOL17191,% dissatisfied with the way the Council runs things,Council & Democracy,.Bristol Average,2018,Q17125,3465,37.85057467,0.943060183,36.02058802,39.71581951
IQOL17192,% who feel an elected mayor for Bristol is improving the leadership of the city,Council & Democracy,.Bristol Average,2017,Q17126,3278,34.8497117,0.9549209,33.0021866,36.7439412
IQOL17192,% who feel an elected mayor for Bristol is improving the leadership of the city,Council & Democracy,.Bristol Average,2019,Q17126,4075,23.22705559,0.78161755,21.73042929,24.79410579
IQOL17192,% who feel an elected mayor for Bristol is improving the leadership of the city,Council & Democracy,.Bristol Average,2018,Q17126,3516,23.6679266,0.879849067,21.98695024,25.43551756
IQOL17192,% who feel an elected mayor for Bristol is improving the leadership of the city,Council & Democracy,.Bristol Average,2020,Q17126,4413,34.95728816,0.857881621,33.29508846,36.65686831
IQOL17192,% who agree BCC's elected mayor system makes a positive difference to how the city is run,Council & Democracy,.Bristol Average,2021,Q21244,3860,29.9,0.900461522,28.2,31.7
IQOL17192,% who feel an elected mayor for Bristol is improving the leadership of the city,Council & Democracy,.Bristol Average,2015,Q16,4033,37.81974439,0.893290729,36.08542326,39.58579388
IQOL17193,% who feel an elected mayor for Bristol is not improving the leadership of the city,Council & Democracy,.Bristol Average,2020,Q17126,4413,30.89276564,0.784015682,29.3775873,32.45018325
IQOL17193,% who feel an elected mayor for Bristol is not improving the leadership of the city,Council & Democracy,.Bristol Average,2019,Q17126,4075,34.90606931,0.840591105,33.27705343,36.57112182
IQOL17193,% who feel an elected mayor for Bristol is not improving the leadership of the city,Council & Democracy,.Bristol Average,2017,Q17126,3278,30.9577575,0.9350422,29.1556034,32.8197006
IQOL17193,% who feel an elected mayor for Bristol is not improving the leadership of the city,Council & Democracy,.Bristol Average,2015,Q16,4033,32.45544585,0.832081269,30.84631152,34.10712155
IQOL17193,% who feel an elected mayor for Bristol is not improving the leadership of the city,Council & Democracy,.Bristol Average,2018,Q17126,3516,39.46666404,0.924035726,37.67075472,41.29147167
IQOL17193,% who feel BCC’s elected mayor system is not making a positive difference to how the city is run,Council & Democracy,.Bristol Average,2021,Q21244,3860,37.6,0.883475132,35.8,39.3
IQOL17194,% who need to develop at least one of their skills,Education & Skills,.Bristol Average,2018,Q17120,3331,34.80116574,0.94560483,32.97151239,36.67679415
IQOL17194,% who need to develop at least one of their skills,Education & Skills,.Bristol Average,2017,Q17120,3167,37.90315449,1.036100466,35.89460712,39.95404488
IQOL17194,% who need to develop at least one of their skills,Education & Skills,.Bristol Average,2015,Q53vi,3854,32.86858679,0.911576426,31.10729173,34.67940676
IQOL17194,% who need to develop at least one of their skills,Education & Skills,.Bristol Average,2019,Q17120,3852,30.44320666,0.933472785,28.64510218,32.30308389
IQOL17204,"% who know where to get information, advice and guidance about employment and training, given they need to develop their skills",Education & Skills,.Bristol Average,2019,"Q17120
Q17121",844,49.41505849,2.084828229,45.34175714,53.49613992
IQOL17205,% in full time paid work,Economy,.Bristol Average,2020,Q17105,2719,66.72891099,0.965411631,64.81051302,68.59340553
IQOL17205,% in full time paid work,Economy,.Bristol Average,2019,Q17106,2507,74.86051438,0.966215369,72.91981974,76.70655701
IQOL17205,% in full time paid work,Economy,.Bristol Average,2018,Q17106,2252,75.52838409,0.949150657,73.62064039,77.34062492
IQOL17205,% in full time paid work,Economy,.Bristol Average,2017,Q17106,2286,72.5765935,1.1388348,70.2889523,74.7513664
IQOL17205,% in full time paid work,Economy,.Bristol Average,2021,Q17105,2424,69.7,1.014890244,67.6,71.6
IQOL17206,% in part time paid work,Economy,.Bristol Average,2020,Q17105,2719,21.14067574,0.86121758,19.50197224,22.87794155
IQOL17206,% in part time paid work,Economy,.Bristol Average,2019,Q17106,2507,25.13948562,0.96621537,23.29344299,27.08018026
IQOL17206,% in part time paid work,Economy,.Bristol Average,2021,Q17105,2424,20.8,0.880948484,19.1,22.5
IQOL17206,% in part time paid work,Economy,.Bristol Average,2018,Q17106,2252,24.47161591,0.949150644,22.65937511,26.37935958
IQOL17206,% in part time paid work,Economy,.Bristol Average,2017,Q17106,2286,24.7559596,1.0221561,22.8073185,26.8132599
IQOL17208,% in paid work who are shift workers,Employment,.Bristol Average,2018,Q17107,2339,15.50642393,0.917721005,13.79159,17.39146414
IQOL17208,% in paid work who are shift workers,Employment,.Bristol Average,2019,Q17107,2631,14.15720534,0.902467019,12.47888701,16.01992889
IQOL17208,% in paid work who are shift workers,Employment,.Bristol Average,2017,Q17107,2277,12.6626048,1.0606769,10.7253505,14.8914061
IQOL17209,% in paid work who are permanent employees,Employment,.Bristol Average,2017,Q17108,2283,73.6566013,1.2120016,71.2133682,75.9624628
IQOL17209,% in paid work who are permanent employees,Employment,.Bristol Average,2018,Q17108,2240,75.85980949,0.996433062,73.85336655,77.75865091
IQOL17209,% in paid work who are permanent employees,Employment,.Bristol Average,2019,Q17108,2491,76.57019564,1.038330095,74.47413864,78.54372263
IQOL17210,% in paid work who are on fixed term contracts,Employment,.Bristol Average,2019,Q17108,2491,5.924488605,0.623984742,4.813394291,7.272465595
IQOL17210,% in paid work who are on fixed term contracts,Employment,.Bristol Average,2017,Q17108,2283,10.1494998,0.9083954,8.502422,12.0735445
IQOL17210,% in paid work who are on fixed term contracts,Employment,.Bristol Average,2018,Q17108,2240,6.226491973,0.579538931,5.182767129,7.463860239
IQOL17211,% in paid work who are agency staff,Employment,.Bristol Average,2017,Q17108,2283,1.1767718,0.3566293,0.6485864,2.1258884
IQOL17211,% in paid work who are agency staff,Employment,.Bristol Average,2018,Q17108,2240,1.22119732,0.286575519,0.770090906,1.931410977
IQOL17211,% in paid work who are agency staff,Employment,.Bristol Average,2019,Q17108,2491,1.121177294,0.255676871,0.716363319,1.750716175
IQOL17212,"% in paid work who are freelancers, consultants or contractors",Employment,.Bristol Average,2019,Q17108,2491,4.778221882,0.565450823,3.784327947,6.016822874
IQOL17212,"% in paid work who are freelancers, consultants or contractors",Employment,.Bristol Average,2018,Q17108,2240,5.543524314,0.557547204,4.546821076,6.743278755
IQOL17212,"% in paid work who are freelancers, consultants or contractors",Employment,.Bristol Average,2017,Q17108,2283,3.971726,0.4244827,3.2183671,4.8925172
IQOL17213,% self employed / run own business,Economy,.Bristol Average,2018,Q17108,2240,8.920209961,0.634165853,7.752884671,10.24377776
